text,audit_type,source
dormant account selam f. active after 18 months,USER_ACTIVITY,hard_synthetic_v2
2026-03-24 T60662: delivery note DN-781 edited after lock by Getachew | noted on site,DATA_INTEGRITY,hard_synthetic_v2
qty take-off altered - no CO (Lidya W.),DATA_INTEGRITY,hard_synthetic_v2
engineer Rahel G. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
T42409: invoice #8989 created by biruk m.,FINANCIAL,hard_synthetic_v2
suspicious login pattern detected (Selam F.),SECURITY,hard_synthetic_v2
2026-09-25 T76833: as discussed - toolbox talk sheet missing (samuel),COMPLIANCE,hard_synthetic_v2
budget line edit on DD Warehouse (Yonas G.),DATA_INTEGRITY,hard_synthetic_v2
2025-06-22 permission raised for Biruk M. without approval - please confirm,SECURITY,hard_synthetic_v2
payment run for nile const by solomon a.,FINANCIAL,hard_synthetic_v2
T32040: unauthorized access attempt by bereket d.,SECURITY,hard_synthetic_v2
checklist incomplete for pour #23,COMPLIANCE,hard_synthetic_v2
2025-01-24 access concern scaffold parts missing after,PROJECT_RESOURCE,hard_synthetic_v2
qa plan changed post-approval (mesfin),REPORT_DOCUMENT,hard_synthetic_v2
T50190: file shared to client@own.org by henok t.,REPORT_DOCUMENT,hard_synthetic_v2
from the meeting - unusual activity volume by Helen,USER_ACTIVITY,hard_synthetic_v2
method statement still draft but signed (Getachew) - ezih,COMPLIANCE,hard_synthetic_v2
QA plan changed post-approval (Sara B.),REPORT_DOCUMENT,hard_synthetic_v2
old spec rev deleted (kidus a.),REPORT_DOCUMENT,hard_synthetic_v2
external share of project file (yonas g.),REPORT_DOCUMENT,hard_synthetic_v2
role misuse flagged for Henok T.,USER_ACTIVITY,hard_synthetic_v2
"payment of ETB 568,000 approved by Yonas G.",FINANCIAL,hard_synthetic_v2
budget increased 42% on Hawassa P2 by Tigist,FINANCIAL,hard_synthetic_v2
unapproved edit to record by dawit h.,DATA_INTEGRITY,hard_synthetic_v2
suspicious log-in pattern detected (Mesfin),COMPLIANCE,hard_synthetic_v2
contractor import replaced values (Bereket D.),DATA_INTEGRITY,hard_synthetic_v2
T33675: env spill report delayed (Solomon A.),COMPLIANCE,hard_synthetic_v2
mass status edit (116 tasks) by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
full cost DB exported by Dawit H. | need follow up,REPORT_DOCUMENT,hard_synthetic_v2
access concern,SECURITY,hard_synthetic_v2
ncr closed without qm signature (helen),COMPLIANCE,hard_synthetic_v2
T23714: fuel burn above baseline (yonas g.),PROJECT_RESOURCE,hard_synthetic_v2
2026-06-18 issue with biruk m. unauthorized access attempt by,SECURITY,hard_synthetic_v2
unauthorized access attempt by Biruk M.,SECURITY,hard_synthetic_v2
"noted on site - expense claim ETB 226,000 from Meron T. - site lay",FINANCIAL,hard_synthetic_v2
T30940: unauth access attempt by Hanna A.,SECURITY,hard_synthetic_v2
T52239: anomaly noted user list exported by,USER_ACTIVITY,hard_synthetic_v2
T52191: mass status edit (39 tasks) by sara b.,USER_ACTIVITY,hard_synthetic_v2
session from unknown device (Tigist),SECURITY,hard_synthetic_v2
doc export by selam f. | per site instruction,REPORT_DOCUMENT,hard_synthetic_v2
T60957: structure slipped 16 days (kidus a.) | temporary entry,PROJECT_RESOURCE,hard_synthetic_v2
payment run for Abyssinia Hire by Dawit H.,FINANCIAL,hard_synthetic_v2
toolbox talk sheet missing (Meron T.),PROJECT_RESOURCE,hard_synthetic_v2
issue with Meron T.,PROJECT_RESOURCE,hard_synthetic_v2
old spec rev deleeted (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
report problem,DATA_INTEGRITY,hard_synthetic_v2
cement overuse 14% on Bole Tower (Selam F.),PROJECT_RESOURCE,hard_synthetic_v2
contractor review score 48/100 by Tigist,PROJECT_RESOURCE,hard_synthetic_v2
hold point skipped on foundation (hanna a.),COMPLIANCE,hard_synthetic_v2
T51753: Yonas G. tried admin console - denied,SECURITY,hard_synthetic_v2
check Yonas G. activity,PROJECT_RESOURCE,hard_synthetic_v2
report problem,USER_ACTIVITY,hard_synthetic_v2
T32999: needs review,PROJECT_RESOURCE,hard_synthetic_v2
check Getachew activity,SECURITY,hard_synthetic_v2
T51279: measurement sheet deleted (Mesfin),DATA_INTEGRITY,hard_synthetic_v2
approval bypassed on wo-423 by sara b.,DATA_INTEGRITY,hard_synthetic_v2
T24060: tigist opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
T24408: attendance history row removed by Kidus A.,DATA_INTEGRITY,hard_synthetic_v2
multiple faild log-ins on Helen account,SECURITY,hard_synthetic_v2
permit submitted after work started (Getachew),COMPLIANCE,hard_synthetic_v2
T21618: material overuse logged on Hawassa P2 - site lay,PROJECT_RESOURCE,hard_synthetic_v2
contract PDF mailed externally (Helen),REPORT_DOCUMENT,hard_synthetic_v2
T99084: user list exported by Samuel after hours,USER_ACTIVITY,hard_synthetic_v2
delivery note DN-487 edited after lock by Helen,DATA_INTEGRITY,hard_synthetic_v2
unapproved edit to record by Selam F.,DATA_INTEGRITY,hard_synthetic_v2
measurement sheet deleted (Yonas G.),DATA_INTEGRITY,hard_synthetic_v2
permit submitted after work started (Dawit H.),COMPLIANCE,hard_synthetic_v2
odd behaviour late submission of daily,COMPLIANCE,hard_synthetic_v2
T47934: problem on site 3 drawing pack uploaded by,REPORT_DOCUMENT,hard_synthetic_v2
for your action - test results changed without approval (Samuel),DATA_INTEGRITY,hard_synthetic_v2
T17043: delivery note DN-641 edited after lock by Henok T. (check),DATA_INTEGRITY,hard_synthetic_v2
flagged item,REPORT_DOCUMENT,hard_synthetic_v2
password reset requested then cancelled (Bereket D.),SECURITY,hard_synthetic_v2
unauthorized access attempt by kidus a. (check),SECURITY,hard_synthetic_v2
"T65834: cash advance ETB 913,000 logged by Sara B.",COMPLIANCE,hard_synthetic_v2
policy breach recorded for samuel,COMPLIANCE,hard_synthetic_v2
bugdet line edit on DD Warehouse (Helen),SECURITY,hard_synthetic_v2
PPE violation noted for crew of Biruk M.,COMPLIANCE,hard_synthetic_v2
T72109: duplicate invioce #5783 entered,FINANCIAL,hard_synthetic_v2
structure slipped 8 days (Selam F.),PROJECT_RESOURCE,hard_synthetic_v2
duplicate supplier invoice #3039,DATA_INTEGRITY,hard_synthetic_v2
cost code changed on PO by Selam F.,FINANCIAL,hard_synthetic_v2
subcon Ethio Steel NCR list updated by Sara B. | for your action,PROJECT_RESOURCE,hard_synthetic_v2
noted on site - policy breach recorded for marta t.,COMPLIANCE,hard_synthetic_v2
"noted on site - payment of ETB 821,000 approved by Lidya W.",FINANCIAL,hard_synthetic_v2
policy breach recorded for sara b. | see attachment,COMPLIANCE,hard_synthetic_v2
for your action - fuel burn above baseline (Solomon A.),PROJECT_RESOURCE,hard_synthetic_v2
cost code changed on PO by Marta T.,FINANCIAL,hard_synthetic_v2
contractor review score 75/100 by Biruk M.,PROJECT_RESOURCE,hard_synthetic_v2
T17013: checklist incomplete for pour #38,COMPLIANCE,hard_synthetic_v2
bulk delete of 207 rows by Getachew,USER_ACTIVITY,hard_synthetic_v2
file shared to partner@ext.com by selam f.,REPORT_DOCUMENT,hard_synthetic_v2
2025-07-17 late submission of daily reprot (biruk m.),COMPLIANCE,hard_synthetic_v2
paymant run for Abyssinia Hire by Mesfin - site lay,FINANCIAL,hard_synthetic_v2
permission raised for Marta T. without aproval,SECURITY,hard_synthetic_v2
getachew modified contingency on dd warehouse,FINANCIAL,hard_synthetic_v2
permission raised for Helen without approval,SECURITY,hard_synthetic_v2
contractor import replaced values (henok t.),DATA_INTEGRITY,hard_synthetic_v2
engineer Yonas G. tried to approve payment,DATA_INTEGRITY,hard_synthetic_v2
T16282: access concern,PROJECT_RESOURCE,hard_synthetic_v2
policy breach recorded for Getachew,COMPLIANCE,hard_synthetic_v2
progress report generated for bd hospital (yonas g.),REPORT_DOCUMENT,hard_synthetic_v2
2026-07-24 password reset requested then cancelled (Sara B.) - ezih,SECURITY,hard_synthetic_v2
permission raised for abebe k. without approval,SECURITY,hard_synthetic_v2
T76828: duplicate invoice #9500 entered,FINANCIAL,hard_synthetic_v2
budget line edit on Hawassa P2 (Samuel),FINANCIAL,hard_synthetic_v2
issue with Selam F. as-built rev changed after,DATA_INTEGRITY,hard_synthetic_v2
mass status edit (118 tasks) by rahel g. | urgent,USER_ACTIVITY,hard_synthetic_v2
geo anomaly: Getachew appeared in two cities same day (check),SECURITY,hard_synthetic_v2
toolbox talk sheet missing (Sara B.) - ezih,FINANCIAL,hard_synthetic_v2
role misuse flagged for Solomon A.,USER_ACTIVITY,hard_synthetic_v2
large payment released without second sign-off (Kidus A.),FINANCIAL,hard_synthetic_v2
structure slipped 13 days (Selam F.),PROJECT_RESOURCE,hard_synthetic_v2
approval bypassed on WO-806 by Abebe K.,COMPLIANCE,hard_synthetic_v2
see attachment - as-built zip downloaded by marta t.,REPORT_DOCUMENT,hard_synthetic_v2
checklist incomplete for pour #26,COMPLIANCE,hard_synthetic_v2
bereket d. modified contingency on hawassa p2,FINANCIAL,hard_synthetic_v2
bulk delete of 158 rows by selam f. - site lay,USER_ACTIVITY,hard_synthetic_v2
file shared to client@own.org by tigist,SECURITY,hard_synthetic_v2
checklist incomplete for pour #10,COMPLIANCE,hard_synthetic_v2
progress report generated for Hawassa P2 (Mesfin),REPORT_DOCUMENT,hard_synthetic_v2
2025-04-26 see attachment - bulk delete of 163 rows by samuel,USER_ACTIVITY,hard_synthetic_v2
qa plan changed post-approval (marta t.),REPORT_DOCUMENT,hard_synthetic_v2
2026-12-19 progress reprot generated for Site 3 (Selam F.),REPORT_DOCUMENT,hard_synthetic_v2
engineer sara b. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
hold point skipped on foundation (Biruk M.),COMPLIANCE,hard_synthetic_v2
T58842: needs review fuel burn above baseline,PROJECT_RESOURCE,hard_synthetic_v2
T25636: equipment checkout overdue (henok t.),SECURITY,hard_synthetic_v2
odd behaviour payment run for Horizon,FINANCIAL,hard_synthetic_v2
csv import overwrote approved qty (henok t.) - site lay,DATA_INTEGRITY,hard_synthetic_v2
cost code changed on PO by Tigist,FINANCIAL,hard_synthetic_v2
certificate PDF swapped by Marta T.,DATA_INTEGRITY,hard_synthetic_v2
henok t. tried admin console - denied,USER_ACTIVITY,hard_synthetic_v2
bulk delete of 161 rows by Helen,USER_ACTIVITY,hard_synthetic_v2
urgent - delivery note DN-340 edited after lock by Hanna A.,DATA_INTEGRITY,hard_synthetic_v2
cement overuse 44% on Hawassa P2 (Lidya W.),PROJECT_RESOURCE,hard_synthetic_v2
sensitive salary data viewed by Yonas G.,USER_ACTIVITY,hard_synthetic_v2
as discussed - cost code changed on PO by Helen,FINANCIAL,hard_synthetic_v2
T46124: budget increased 41% on Adama IP by Marta T. | from the meeting (check),FINANCIAL,hard_synthetic_v2
T58770: duplicate supplier invoice #5906,REPORT_DOCUMENT,hard_synthetic_v2
toolbox talk sheet missing (Sara B.),COMPLIANCE,hard_synthetic_v2
T86449: contractor import replaced values (kidus a.),DATA_INTEGRITY,hard_synthetic_v2
please check - duplicate invoice #4529 entered,FINANCIAL,hard_synthetic_v2
approved MS edited after acceptance (Mesfin),REPORT_DOCUMENT,hard_synthetic_v2
T73556: method statement still draft but signed (Yonas G.),COMPLIANCE,hard_synthetic_v2
unauth access attempt by Helen,SECURITY,hard_synthetic_v2
2026-06-15 data issue document export by bereket,REPORT_DOCUMENT,hard_synthetic_v2
material overuse logged on Adama IP,PROJECT_RESOURCE,hard_synthetic_v2
method statement still draft but signed (Mesfin),COMPLIANCE,hard_synthetic_v2
2026-02-22 cost code changed on po by kidus a.,FINANCIAL,hard_synthetic_v2
T24632: hold point skipped on foundation (tigist),COMPLIANCE,hard_synthetic_v2
need follow up - suspicious login pattern detected (Kidus A.),SECURITY,hard_synthetic_v2
2026-06-14 approval bypassed on WO-320 by Bereket D. - please confirm,COMPLIANCE,hard_synthetic_v2
2025-04-20 attendance history row removed by Abebe K.,DATA_INTEGRITY,hard_synthetic_v2
certificate PDF swapped by Lidya W.,DATA_INTEGRITY,hard_synthetic_v2
contractor review score 37/100 by Solomon A.,PROJECT_RESOURCE,hard_synthetic_v2
Henok T. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
2026-07-06 subcon Horizon Mat NCR list updated by Abebe K.,PROJECT_RESOURCE,hard_synthetic_v2
Marta T. login failed from 197.18.233.206,SECURITY,hard_synthetic_v2
delivery note DN-829 edited after lock by Bereket D.,DATA_INTEGRITY,hard_synthetic_v2
bulk delete of 220 rows by Helen,FINANCIAL,hard_synthetic_v2
duplicate supplier invoice #1219,DATA_INTEGRITY,hard_synthetic_v2
PPE violation noted for crew of Solomon A.,COMPLIANCE,hard_synthetic_v2
T23713: checklist incomplete for pour #24,COMPLIANCE,hard_synthetic_v2
odd behaviour test results changed without,DATA_INTEGRITY,hard_synthetic_v2
T97808: unusual activity volume by Biruk M.,USER_ACTIVITY,hard_synthetic_v2
odd hour login by Dawit H. at 15:00,SECURITY,hard_synthetic_v2
suspicious login pattern detected (Henok T.),SECURITY,hard_synthetic_v2
contract PDF mailed externally (Henok T.),REPORT_DOCUMENT,hard_synthetic_v2
engineer Henok T. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
contractor review score 65/100 by meron t.,PROJECT_RESOURCE,hard_synthetic_v2
T31386: contractor import replaced values (Helen),DATA_INTEGRITY,hard_synthetic_v2
odd hour login by sara b. at 2:00,SECURITY,hard_synthetic_v2
policy breach recorded for Henok T. | noted on site,COMPLIANCE,hard_synthetic_v2
"cash advance etb 103,000 logged by bereket d.",DATA_INTEGRITY,hard_synthetic_v2
session from unknown device (Rahel G.),SECURITY,hard_synthetic_v2
2025-12-14 milestone 'finishes' delayed (marta t.),PROJECT_RESOURCE,hard_synthetic_v2
QA plan changed post-approval (Tigist),REPORT_DOCUMENT,hard_synthetic_v2
for your action - password reset requested then cancelled (Yonas G.),SECURITY,hard_synthetic_v2
2025-07-17 invioce #9004 created by helen (check),FINANCIAL,hard_synthetic_v2
as-built rev changed after client sign-off (Dawit H.),DATA_INTEGRITY,hard_synthetic_v2
flagged item contractor import replaced values - please confirm,DATA_INTEGRITY,hard_synthetic_v2
T70225: site reprot late by 5 days (Yonas G.),COMPLIANCE,hard_synthetic_v2
budget increased 41% on site 3 by helen,FINANCIAL,hard_synthetic_v2
T84717: session from unknown device (Mesfin),SECURITY,hard_synthetic_v2
test results changed without approval (Lidya W.),DATA_INTEGRITY,hard_synthetic_v2
external data import by Getachew - site lay,DATA_INTEGRITY,hard_synthetic_v2
repeated open of restricted folder by Sara B.,USER_ACTIVITY,hard_synthetic_v2
T11668: toolbox talk sheet missing (kidus a.),COMPLIANCE,hard_synthetic_v2
T88793: dormant account Henok T. active after 19 months,USER_ACTIVITY,hard_synthetic_v2
scaffold parts missing after demob (sara b.),PROJECT_RESOURCE,hard_synthetic_v2
contract pdf mailed externally (samuel) | as discussed - site lay,REPORT_DOCUMENT,hard_synthetic_v2
Selam F. log-in faild from 197.134.170.133,SECURITY,hard_synthetic_v2
qty take-off altered - no co (selam f.),DATA_INTEGRITY,hard_synthetic_v2
delivery note dn-633 edited after lock by tigist,FINANCIAL,hard_synthetic_v2
anomaly noted,COMPLIANCE,hard_synthetic_v2
odd behaviour (check),SECURITY,hard_synthetic_v2
engineer Biruk M. tried to approve payment | as discussed,USER_ACTIVITY,hard_synthetic_v2
unauthorized access attempt by Marta T.,SECURITY,hard_synthetic_v2
session from unknown device (Hanna A.),SECURITY,hard_synthetic_v2
mass status edit (200 tasks) by Getachew,USER_ACTIVITY,hard_synthetic_v2
session from unknown device (Hanna A.) - site lay,SECURITY,hard_synthetic_v2
T96147: duplicate invioce #9625 entered,FINANCIAL,hard_synthetic_v2
unapproved edit to record by Kidus A.,DATA_INTEGRITY,hard_synthetic_v2
149 edits in under 5 min by Hanna A. - please confirm,USER_ACTIVITY,hard_synthetic_v2
T61747: data issue bulk delete of 56,USER_ACTIVITY,hard_synthetic_v2
test results changed without approval (Kidus A.),USER_ACTIVITY,hard_synthetic_v2
contractor review score 79/100 by Tigist,PROJECT_RESOURCE,hard_synthetic_v2
progress report generated for Site 3 (Meron T.),REPORT_DOCUMENT,hard_synthetic_v2
role misuse flagged for biruk m.,USER_ACTIVITY,hard_synthetic_v2
awaiting confirmation - budget increased 45% on bole tower by mesfin,FINANCIAL,hard_synthetic_v2
external data import by Sara B.,DATA_INTEGRITY,hard_synthetic_v2
cement overuse 14% on ALR Ext (Solomon A.),PROJECT_RESOURCE,hard_synthetic_v2
T16062: large paymant released without second sign-off (Mesfin),FINANCIAL,hard_synthetic_v2
T36709: scaffold parts missing after demob (solomon a.),PROJECT_RESOURCE,hard_synthetic_v2
Mesfin modified contingency on Bole Tower,FINANCIAL,hard_synthetic_v2
contract pdf mailed externally (hanna a.) | as discussed,REPORT_DOCUMENT,hard_synthetic_v2
equipement checkout overdue (Rahel G.) | noted on site,PROJECT_RESOURCE,hard_synthetic_v2
repeated open of restricted folder by helen | from the meeting,USER_ACTIVITY,hard_synthetic_v2
Tigist login failed from 197.225.210.134,SECURITY,hard_synthetic_v2
meron t. login failed from 197.132.71.217,SECURITY,hard_synthetic_v2
invoice #7142 deleted after payment (Kidus A.),FINANCIAL,hard_synthetic_v2
T96937: for your action - drawing pack uploaded by Getachew,REPORT_DOCUMENT,hard_synthetic_v2
toolbox talk sheet missing (bereket d.) - please confirm,COMPLIANCE,hard_synthetic_v2
commercial rates shared outside (Solomon A.) | from the meeting,REPORT_DOCUMENT,hard_synthetic_v2
file shared to client@own.org by Marta T.,REPORT_DOCUMENT,hard_synthetic_v2
duplicate invoice #6503 entered,FINANCIAL,hard_synthetic_v2
equipement checkout overdue (sara b.),PROJECT_RESOURCE,hard_synthetic_v2
structure slipped 9 days (yonas g.) - site lay,REPORT_DOCUMENT,hard_synthetic_v2
noted on site - large payment released without second sign-off (Biruk M.) - please confirm,FINANCIAL,hard_synthetic_v2
invoice #8979 deleted after payment (Samuel),FINANCIAL,hard_synthetic_v2
sensitive salary data viewed by Kidus A.,USER_ACTIVITY,hard_synthetic_v2
rebar over-ordered 8% block B,DATA_INTEGRITY,hard_synthetic_v2
2025-04-08 password reset requested then cancelled (Kidus A.),SECURITY,hard_synthetic_v2
please investigate contractor review score 88/100,PROJECT_RESOURCE,hard_synthetic_v2
cement overuse 40% on DD Warehouse (Yonas G.),PROJECT_RESOURCE,hard_synthetic_v2
toolbox talk sheet missing (Yonas G.),COMPLIANCE,hard_synthetic_v2
equipment checkout overdue (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
late submission of daily report (Hanna A.),COMPLIANCE,hard_synthetic_v2
generator hours high vs plan (Abebe K.),PROJECT_RESOURCE,hard_synthetic_v2
contractor import replaced values (lidya w.),DATA_INTEGRITY,hard_synthetic_v2
large payment released without second sign-off (Yonas G.),FINANCIAL,hard_synthetic_v2
Kidus . login faild from 197.196.234.122,SECURITY,hard_synthetic_v2
policy breach recorded for Biruk M. - please confirm,COMPLIANCE,hard_synthetic_v2
generator hours high vs plan (bereket d.),PROJECT_RESOURCE,hard_synthetic_v2
full cost DB exported by Lidya W.,REPORT_DOCUMENT,hard_synthetic_v2
T34955: milestone 'MEP 1st fix' delayed (Selam F.),PROJECT_RESOURCE,hard_synthetic_v2
2026-12-07 T81633: issue with getachew policy breach recorded for,COMPLIANCE,hard_synthetic_v2
odd hour log-in by Hanna A. at 15:00,COMPLIANCE,hard_synthetic_v2
dormant account solomon a. active after 14 months | urgent,USER_ACTIVITY,hard_synthetic_v2
user list exproted by mesfin after hours,USER_ACTIVITY,hard_synthetic_v2
access concern,FINANCIAL,hard_synthetic_v2
toolbox talk sheet missing (solomon a.),COMPLIANCE,hard_synthetic_v2
budget line edit on DD Warehouse (Biruk M.),FINANCIAL,hard_synthetic_v2
2026-05-09 bulk delete of 171 rows by Rahel G.,USER_ACTIVITY,hard_synthetic_v2
drawing pack uploaded by Tigist,REPORT_DOCUMENT,hard_synthetic_v2
budget increased 30% on Site 3 by Marta T.,FINANCIAL,hard_synthetic_v2
2025-08-20 approval bypassed on WO-530 by Selam F.,COMPLIANCE,hard_synthetic_v2
aproval bypassed on WO-394 by Selam F.,COMPLIANCE,hard_synthetic_v2
2025-03-20 csv import overwrote approved qty (mesfin),DATA_INTEGRITY,hard_synthetic_v2
suspicious login pattern detected (lidya w.),SECURITY,hard_synthetic_v2
2025-04-25 Sara B. changed IP during session,PROJECT_RESOURCE,hard_synthetic_v2
rebar over-ordered 13% block D,DATA_INTEGRITY,hard_synthetic_v2
T73171: unauthorized access attempt by Samuel,SECURITY,hard_synthetic_v2
flagged item budget line edit on,FINANCIAL,hard_synthetic_v2
contractor import replaced values (Sara B.),DATA_INTEGRITY,hard_synthetic_v2
unapproved edit to record by Biruk M.,DATA_INTEGRITY,hard_synthetic_v2
"2026-03-26 cash advance ETB 104,000 logged by Lidya W.",FINANCIAL,hard_synthetic_v2
access concern ncr closed without qm,COMPLIANCE,hard_synthetic_v2
equipment checkout overdue (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
hold point skipped on foundation (Dawit H.),COMPLIANCE,hard_synthetic_v2
budget line edit on Adama IP (Biruk M.),FINANCIAL,hard_synthetic_v2
T66805: dormant account Bereket D. active after 12 months,USER_ACTIVITY,hard_synthetic_v2
check Mesfin activity,PROJECT_RESOURCE,hard_synthetic_v2
checklist incomplete for pour #2,COMPLIANCE,hard_synthetic_v2
2026-07-11 document exprot by Samuel,REPORT_DOCUMENT,hard_synthetic_v2
2025-12-16 for your action - fuel burn above baseline (tigist),PROJECT_RESOURCE,hard_synthetic_v2
env spill report delayed (Tigist),COMPLIANCE,hard_synthetic_v2
Tigist log-in failed from 197.79.20.253,SECURITY,hard_synthetic_v2
Selam F. opened finance module (not their role),FINANCIAL,hard_synthetic_v2
scaffold parts missing after demob (rahel g.),PROJECT_RESOURCE,hard_synthetic_v2
2025-02-08 unapproved edit to record by Lidya W.,REPORT_DOCUMENT,hard_synthetic_v2
unapproved edit to record by Yonas G.,DATA_INTEGRITY,hard_synthetic_v2
problem on bole tower,DATA_INTEGRITY,hard_synthetic_v2
permision raised for bereket d. without aproval,SECURITY,hard_synthetic_v2
data issue duplicate invoice #3103 entered,FINANCIAL,hard_synthetic_v2
access concern,DATA_INTEGRITY,hard_synthetic_v2
data issue,SECURITY,hard_synthetic_v2
CSV import overwrote approved qty (Yonas G.),DATA_INTEGRITY,hard_synthetic_v2
full cost DB exported by Hanna A.,REPORT_DOCUMENT,hard_synthetic_v2
from the meeting - Rahel G. tried admin console - denied,SECURITY,hard_synthetic_v2
T10184: env spill report delayed (Kidus A.),COMPLIANCE,hard_synthetic_v2
contract PDF mailed externally (Marta T.),REPORT_DOCUMENT,hard_synthetic_v2
measurement sheet deleted (Sara B.),DATA_INTEGRITY,hard_synthetic_v2
2026-08-09 for your action - cost code changed on po by mesfin,FINANCIAL,hard_synthetic_v2
engineer Bereket D. tried to approve paymant,USER_ACTIVITY,hard_synthetic_v2
noted on site - subcon Nile Const NCR list updated by Meron T.,PROJECT_RESOURCE,hard_synthetic_v2
2025-06-23 T68909: rebar over-ordered 34% block b,PROJECT_RESOURCE,hard_synthetic_v2
failed authentication for Solomon A.,SECURITY,hard_synthetic_v2
dormant account Solomon A. active after 11 months,USER_ACTIVITY,hard_synthetic_v2
T88626: payment run for horizon mat by sara b.,FINANCIAL,hard_synthetic_v2
2026-11-07 from the meeting - contract pdf mailed externally (meron t.),REPORT_DOCUMENT,hard_synthetic_v2
2026-04-15 T75027: cement overuse 35% on Bole Tower (Marta T.),PROJECT_RESOURCE,hard_synthetic_v2
problem on Hawassa P2,SECURITY,hard_synthetic_v2
T56857: QA plan changed post-approval (Henok T.),REPORT_DOCUMENT,hard_synthetic_v2
structure slipped 11 days (Sara B.),PROJECT_RESOURCE,hard_synthetic_v2
commercial rates shared outside (Selam F.) | noted on site,REPORT_DOCUMENT,hard_synthetic_v2
role misuse flagged for dawit h. | from the meeting,USER_ACTIVITY,hard_synthetic_v2
2025-10-15 temporary entry - drawing pack uploaded by Helen,REPORT_DOCUMENT,hard_synthetic_v2
need follow up - NCR closed without QM signature (Kidus A.) - ezih,COMPLIANCE,hard_synthetic_v2
equipement checkout overdue (Tigist),PROJECT_RESOURCE,hard_synthetic_v2
2026-08-05 report problem unauthorized access attempt by (check),SECURITY,hard_synthetic_v2
structure slipped 12 days (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
budget line edit on bd hospital (selam f.) - ezih,SECURITY,hard_synthetic_v2
bulk delete of 119 rows by Dawit H. (check),USER_ACTIVITY,hard_synthetic_v2
suspicious log-in pattern detected (Solomon A.) - ezih,SECURITY,hard_synthetic_v2
failed authentication for mesfin,SECURITY,hard_synthetic_v2
multiple failed logins on Hanna . account,SECURITY,hard_synthetic_v2
issue with Meron T.,PROJECT_RESOURCE,hard_synthetic_v2
2025-04-25 env spill report delayed (Sara B.),COMPLIANCE,hard_synthetic_v2
2025-11-06 T91284: excavator out 3 days - not returned (getachew),PROJECT_RESOURCE,hard_synthetic_v2
cost code changed on PO by Marta T.,FINANCIAL,hard_synthetic_v2
permit submitted after work started (Selam F.),COMPLIANCE,hard_synthetic_v2
T28560: temporary entry - commercial rates shared outside (sara b.),REPORT_DOCUMENT,hard_synthetic_v2
from the meeting - excavator out 15 days - not returned (Solomon A.),PROJECT_RESOURCE,hard_synthetic_v2
"expense claim ETB 792,000 from Kidus A.",FINANCIAL,hard_synthetic_v2
for your action - unapproved edit to record by tigist,DATA_INTEGRITY,hard_synthetic_v2
temporary entry - file shared to partner@ext.com by Samuel,REPORT_DOCUMENT,hard_synthetic_v2
measurement sheet deleted (Abebe K.),DATA_INTEGRITY,hard_synthetic_v2
2026-04-11 measurement sheet deleted (Meron T.),DATA_INTEGRITY,hard_synthetic_v2
flagged item,USER_ACTIVITY,hard_synthetic_v2
invoice #5388 created by hanna a.,FINANCIAL,hard_synthetic_v2
T64942: fuel burn above baseline (Getachew),PROJECT_RESOURCE,hard_synthetic_v2
hold point skipped on foundation (kidus a.),COMPLIANCE,hard_synthetic_v2
T59656: contractor review score 62/100 by henok t.,PROJECT_RESOURCE,hard_synthetic_v2
urgent - geo anomaly: Helen appeared in two cities same day,SECURITY,hard_synthetic_v2
role misuse flagged for dawit h.,USER_ACTIVITY,hard_synthetic_v2
2026-06-26 password reset requested then cancelled (getachew),PROJECT_RESOURCE,hard_synthetic_v2
check Meron T. activity unapproved edit to record,DATA_INTEGRITY,hard_synthetic_v2
test results changed without approval (dawit h.),DATA_INTEGRITY,hard_synthetic_v2
file shared to client@own.org by Henok T.,DATA_INTEGRITY,hard_synthetic_v2
T49419: material overuse logged on Site 3,PROJECT_RESOURCE,hard_synthetic_v2
2025-10-03 T25276: fuel burn above baseline (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
as discussed - cost code changed on PO by Marta T.,FINANCIAL,hard_synthetic_v2
rebar over-ordered 47% block C,PROJECT_RESOURCE,hard_synthetic_v2
qa plan changed post-approval (mesfin) - site lay,REPORT_DOCUMENT,hard_synthetic_v2
hold point skipped on foundation (Meron T.),COMPLIANCE,hard_synthetic_v2
reprot problem QA plan changed post-approval,REPORT_DOCUMENT,hard_synthetic_v2
T56663: fuel burn above baseline (henok t.),PROJECT_RESOURCE,hard_synthetic_v2
kidus a. log-in failed from 197.213.64.215,SECURITY,hard_synthetic_v2
2026-01-06 approved ms edited after acceptance (hanna a.),REPORT_DOCUMENT,hard_synthetic_v2
208 edits in under 5 min by Hanna A. - ezih,USER_ACTIVITY,hard_synthetic_v2
2026-01-24 as discussed - Sara B. tried admin console - denied,SECURITY,hard_synthetic_v2
